"Comas";"Ile";"Sexe";"TrancheAge";"CS8";"Menages";"Individus";"ResidencesPrincipales";"PopMoyenneMenage"
"Arutua";"Arutua";"Femmes";"20-29 ans";"Professions intermédiaires";2;3;2;2
"Arutua";"Arutua";"Femmes";"20-29 ans";"Employés";3;4;3;2,66666666666667
"Arutua";"Arutua";"Femmes";"20-29 ans";"Ouvriers";;15;;
"Arutua";"Arutua";"Femmes";"20-29 ans";"Sans emploi";1;42;1;2
"Arutua";"Arutua";"Femmes";"30-39 ans";"Agriculteurs exploitants";1;1;1;4
"Arutua";"Arutua";"Femmes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";1;1;1;2
"Arutua";"Arutua";"Femmes";"30-39 ans";"Cadres et professions intellectuelles supérieures";;1;;
"Arutua";"Arutua";"Femmes";"30-39 ans";"Professions intermédiaires";1;2;1;7
"Arutua";"Arutua";"Femmes";"30-39 ans";"Employés";;5;;
"Arutua";"Arutua";"Femmes";"30-39 ans";"Ouvriers";1;18;1;6
"Arutua";"Arutua";"Femmes";"30-39 ans";"Sans emploi";2;23;2;3,5
"Arutua";"Arutua";"Femmes";"40-49 ans";"Agriculteurs exploitants";1;4;1;7
"Arutua";"Arutua";"Femmes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";1;4;1;1
"Arutua";"Arutua";"Femmes";"40-49 ans";"Professions intermédiaires";1;2;1;4
"Arutua";"Arutua";"Femmes";"40-49 ans";"Employés";2;4;2;3
"Arutua";"Arutua";"Femmes";"40-49 ans";"Ouvriers";1;4;1;3
"Arutua";"Arutua";"Femmes";"40-49 ans";"Sans emploi";;16;;
"Arutua";"Arutua";"Femmes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";2;2;2;2
"Arutua";"Arutua";"Femmes";"50-59 ans";"Employés";1;2;1;8
"Arutua";"Arutua";"Femmes";"50-59 ans";"Ouvriers";;3;;
"Arutua";"Arutua";"Femmes";"50-59 ans";"Sans emploi";1;17;1;2
"Arutua";"Arutua";"Femmes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";1;1;1;2
"Arutua";"Arutua";"Femmes";"60-69 ans";"Sans emploi";;15;;
"Arutua";"Arutua";"Femmes";"70-79 ans";"Sans emploi";;4;;
"Arutua";"Arutua";"Femmes";"80 ans et plus";"Sans emploi";1;3;1;1
"Kaukura";"Kaukura";"Hommes";"0-9 ans";"Né après le 22/08/1998";;33;;
"Kaukura";"Kaukura";"Hommes";"10-19 ans";"Agriculteurs exploitants";1;5;1;6
"Kaukura";"Kaukura";"Hommes";"10-19 ans";"Sans emploi";2;24;2;2
"Kaukura";"Kaukura";"Hommes";"10-19 ans";"Né après le 22/08/1998";;26;;
"Kaukura";"Kaukura";"Hommes";"20-29 ans";"Agriculteurs exploitants";9;21;9;2,88888888888889
"Kaukura";"Kaukura";"Hommes";"20-29 ans";"Professions intermédiaires";1;1;1;2
"Kaukura";"Kaukura";"Hommes";"20-29 ans";"Ouvriers";5;12;5;4,4
"Kaukura";"Kaukura";"Hommes";"20-29 ans";"Sans emploi";1;13;1;2
"Kaukura";"Kaukura";"Hommes";"30-39 ans";"Agriculteurs exploitants";7;10;7;3,71428571428571
"Kaukura";"Kaukura";"Hommes";"30-39 ans";"Professions intermédiaires";1;1;1;4
"Kaukura";"Kaukura";"Hommes";"30-39 ans";"Employés";2;2;2;4,5
"Kaukura";"Kaukura";"Hommes";"30-39 ans";"Ouvriers";4;4;4;5
"Kaukura";"Kaukura";"Hommes";"30-39 ans";"Sans emploi";3;8;3;4
"Kaukura";"Kaukura";"Hommes";"40-49 ans";"Agriculteurs exploitants";16;18;16;3,625
"Kaukura";"Kaukura";"Hommes";"40-49 ans";"Employés";4;4;4;6,5
"Kaukura";"Kaukura";"Hommes";"40-49 ans";"Ouvriers";12;13;12;5,41666666666667
"Kaukura";"Kaukura";"Hommes";"40-49 ans";"Sans emploi";4;6;4;3,5
"Kaukura";"Kaukura";"Hommes";"50-59 ans";"Agriculteurs exploitants";4;4;4;5,5
"Kaukura";"Kaukura";"Hommes";"50-59 ans";"Employés";2;2;2;6
"Kaukura";"Kaukura";"Hommes";"50-59 ans";"Ouvriers";7;7;7;5,71428571428571
"Kaukura";"Kaukura";"Hommes";"50-59 ans";"Sans emploi";4;7;4;1,5
"Kaukura";"Kaukura";"Hommes";"60-69 ans";"Agriculteurs exploitants";2;2;2;5,5
"Kaukura";"Kaukura";"Hommes";"60-69 ans";"Professions intermédiaires";1;1;1;2
"Kaukura";"Kaukura";"Hommes";"60-69 ans";"Sans emploi";2;8;2;1,5
"Kaukura";"Kaukura";"Hommes";"70-79 ans";"Employés";1;1;1;4
"Kaukura";"Kaukura";"Hommes";"70-79 ans";"Sans emploi";10;13;10;1,8
"Kaukura";"Kaukura";"Hommes";"80 ans et plus";"Sans emploi";1;2;1;2
"Kaukura";"Kaukura";"Femmes";"0-9 ans";"Né après le 22/08/1998";;39;;
"Kaukura";"Kaukura";"Femmes";"10-19 ans";"Sans emploi";;22;;
"Kaukura";"Kaukura";"Femmes";"10-19 ans";"Né après le 22/08/1998";;18;;
"Kaukura";"Kaukura";"Femmes";"20-29 ans";"Agriculteurs exploitants";1;11;1;3
"Kaukura";"Kaukura";"Femmes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";;1;;
"Kaukura";"Kaukura";"Femmes";"20-29 ans";"Professions intermédiaires";1;1;1;4
"Kaukura";"Kaukura";"Femmes";"20-29 ans";"Employés";2;7;2;3
"Kaukura";"Kaukura";"Femmes";"20-29 ans";"Ouvriers";;4;;
"Kaukura";"Kaukura";"Femmes";"20-29 ans";"Sans emploi";;28;;
"Kaukura";"Kaukura";"Femmes";"30-39 ans";"Agriculteurs exploitants";;1;;
"Kaukura";"Kaukura";"Femmes";"30-39 ans";"Professions intermédiaires";;1;;
"Kaukura";"Kaukura";"Femmes";"30-39 ans";"Employés";3;4;3;4,66666666666667
"Kaukura";"Kaukura";"Femmes";"30-39 ans";"Ouvriers";1;1;1;2
"Kaukura";"Kaukura";"Femmes";"30-39 ans";"Sans emploi";1;17;1;2
"Kaukura";"Kaukura";"Femmes";"40-49 ans";"Agriculteurs exploitants";2;7;2;2,5
"Kaukura";"Kaukura";"Femmes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";;1;;
"Kaukura";"Kaukura";"Femmes";"40-49 ans";"Employés";;4;;
"Kaukura";"Kaukura";"Femmes";"40-49 ans";"Ouvriers";1;3;1;3
"Kaukura";"Kaukura";"Femmes";"40-49 ans";"Sans emploi";1;17;1;1
"Kaukura";"Kaukura";"Femmes";"50-59 ans";"Agriculteurs exploitants";;1;;
"Kaukura";"Kaukura";"Femmes";"50-59 ans";"Professions intermédiaires";1;1;1;2
"Kaukura";"Kaukura";"Femmes";"50-59 ans";"Employés";1;2;1;6
"Kaukura";"Kaukura";"Femmes";"50-59 ans";"Sans emploi";1;9;1;1
"Kaukura";"Kaukura";"Femmes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";;1;;
"Kaukura";"Kaukura";"Femmes";"60-69 ans";"Sans emploi";4;16;4;1
"Kaukura";"Kaukura";"Femmes";"70-79 ans";"Sans emploi";4;8;4;1,5
"Kaukura";"Kaukura";"Femmes";"80 ans et plus";"Sans emploi";;2;;
"Anau";"Bora Bora";"Hommes";"0-9 ans";"Né après le 22/08/1998";;146;;
"Anau";"Bora Bora";"Hommes";"10-19 ans";"Artisans, commerçants et chefs d'entreprise";;1;;
"Anau";"Bora Bora";"Hommes";"10-19 ans";"Employés";4;8;4;5
"Anau";"Bora Bora";"Hommes";"10-19 ans";"Ouvriers";2;3;2;4
"Anau";"Bora Bora";"Hommes";"10-19 ans";"Sans emploi";2;82;2;2
"Anau";"Bora Bora";"Hommes";"10-19 ans";"Né après le 22/08/1998";;75;;
"Anau";"Bora Bora";"Hommes";"20-29 ans";"Agriculteurs exploitants";2;2;2;3
"Anau";"Bora Bora";"Hommes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";3;6;3;1,66666666666667
"Anau";"Bora Bora";"Hommes";"20-29 ans";"Cadres et professions intellectuelles supérieures";2;2;2;1,5
"Anau";"Bora Bora";"Hommes";"20-29 ans";"Professions intermédiaires";8;8;8;2,625
"Anau";"Bora Bora";"Hommes";"20-29 ans";"Employés";49;76;49;2,95918367346939
"Anau";"Bora Bora";"Hommes";"20-29 ans";"Ouvriers";38;53;38;3,28947368421053
"Anau";"Bora Bora";"Hommes";"20-29 ans";"Sans emploi";12;51;12;3,16666666666667
"Anau";"Bora Bora";"Hommes";"30-39 ans";"Agriculteurs exploitants";1;1;1;3
"Anau";"Bora Bora";"Hommes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";12;13;12;2,66666666666667
"Anau";"Bora Bora";"Hommes";"30-39 ans";"Cadres et professions intellectuelles supérieures";8;8;8;1,75
"Anau";"Bora Bora";"Hommes";"30-39 ans";"Professions intermédiaires";11;11;11;2,27272727272727
"Anau";"Bora Bora";"Hommes";"30-39 ans";"Employés";42;45;42;4,02380952380952
"Anau";"Bora Bora";"Hommes";"30-39 ans";"Ouvriers";36;41;36;3,19444444444444
"Anau";"Bora Bora";"Hommes";"30-39 ans";"Sans emploi";11;38;11;2,72727272727273
"Anau";"Bora Bora";"Hommes";"40-49 ans";"Agriculteurs exploitants";7;8;7;4,57142857142857
"Anau";"Bora Bora";"Hommes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";21;22;21;3,66666666666667
"Anau";"Bora Bora";"Hommes";"40-49 ans";"Cadres et professions intellectuelles supérieures";3;3;3;3
"Anau";"Bora Bora";"Hommes";"40-49 ans";"Professions intermédiaires";4;4;4;2
"Anau";"Bora Bora";"Hommes";"40-49 ans";"Employés";33;34;33;4,63636363636364
"Anau";"Bora Bora";"Hommes";"40-49 ans";"Ouvriers";36;38;36;4,47222222222222
"Anau";"Bora Bora";"Hommes";"40-49 ans";"Sans emploi";16;33;16;3,75
"Anau";"Bora Bora";"Hommes";"50-59 ans";"Agriculteurs exploitants";1;1;1;4
"Anau";"Bora Bora";"Hommes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";10;10;10;2,8
"Anau";"Bora Bora";"Hommes";"50-59 ans";"Cadres et professions intellectuelles supérieures";2;2;2;1,5
"Anau";"Bora Bora";"Hommes";"50-59 ans";"Professions intermédiaires";5;5;5;2
"Anau";"Bora Bora";"Hommes";"50-59 ans";"Employés";10;10;10;6,4
"Anau";"Bora Bora";"Hommes";"50-59 ans";"Ouvriers";8;8;8;3,875
"Anau";"Bora Bora";"Hommes";"50-59 ans";"Sans emploi";8;24;8;2,5
"Anau";"Bora Bora";"Hommes";"60-69 ans";"Agriculteurs exploitants";1;1;1;3
"Anau";"Bora Bora";"Hommes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";2;2;2;2,5
"Anau";"Bora Bora";"Hommes";"60-69 ans";"Employés";2;3;2;3,5
"Anau";"Bora Bora";"Hommes";"60-69 ans";"Ouvriers";1;1;1;1
"Anau";"Bora Bora";"Hommes";"60-69 ans";"Sans emploi";14;27;14;2,5
"Anau";"Bora Bora";"Hommes";"70-79 ans";"Artisans, commerçants et chefs d'entreprise";1;2;1;1
"Anau";"Bora Bora";"Hommes";"70-79 ans";"Employés";1;1;1;1
"Anau";"Bora Bora";"Hommes";"70-79 ans";"Sans emploi";9;18;9;2
"Anau";"Bora Bora";"Hommes";"80 ans et plus";"Sans emploi";1;3;1;1
"Anau";"Bora Bora";"Femmes";"0-9 ans";"Né après le 22/08/1998";;151;;
"Anau";"Bora Bora";"Femmes";"10-19 ans";"Employés";;2;;
"Anau";"Bora Bora";"Femmes";"10-19 ans";"Sans emploi";1;75;1;1
"Anau";"Bora Bora";"Femmes";"10-19 ans";"Né après le 22/08/1998";;69;;
"Anau";"Bora Bora";"Femmes";"20-29 ans";"Agriculteurs exploitants";;2;;
"Anau";"Bora Bora";"Femmes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";;6;;
"Anau";"Bora Bora";"Femmes";"20-29 ans";"Cadres et professions intellectuelles supérieures";;2;;
"Anau";"Bora Bora";"Femmes";"20-29 ans";"Professions intermédiaires";4;10;4;2,25
"Anau";"Bora Bora";"Femmes";"20-29 ans";"Employés";23;99;23;2,34782608695652
"Anau";"Bora Bora";"Femmes";"20-29 ans";"Ouvriers";5;15;5;2,2
"Anau";"Bora Bora";"Femmes";"20-29 ans";"Sans emploi";3;65;3;1,66666666666667
"Anau";"Bora Bora";"Femmes";"30-39 ans";"Agriculteurs exploitants";;1;;
"Anau";"Bora Bora";"Femmes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";2;6;2;2
"Anau";"Bora Bora";"Femmes";"30-39 ans";"Professions intermédiaires";3;8;3;1,66666666666667
"Anau";"Bora Bora";"Femmes";"30-39 ans";"Employés";19;78;19;3,57894736842105
"Anau";"Bora Bora";"Femmes";"30-39 ans";"Ouvriers";6;13;6;3,5
"Anau";"Bora Bora";"Femmes";"30-39 ans";"Sans emploi";4;50;4;2
"Anau";"Bora Bora";"Femmes";"40-49 ans";"Agriculteurs exploitants";1;1;1;4
"Anau";"Bora Bora";"Femmes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";;10;;
"Anau";"Bora Bora";"Femmes";"40-49 ans";"Cadres et professions intellectuelles supérieures";2;3;2;2
"Anau";"Bora Bora";"Femmes";"40-49 ans";"Professions intermédiaires";1;3;1;1
"Anau";"Bora Bora";"Femmes";"40-49 ans";"Employés";13;37;13;4,07692307692308
"Anau";"Bora Bora";"Femmes";"40-49 ans";"Ouvriers";3;4;3;1
"Anau";"Bora Bora";"Femmes";"40-49 ans";"Sans emploi";1;29;1;1
"Anau";"Bora Bora";"Femmes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";1;9;1;1
"Anau";"Bora Bora";"Femmes";"50-59 ans";"Cadres et professions intellectuelles supérieures";1;1;1;1
"Anau";"Bora Bora";"Femmes";"50-59 ans";"Professions intermédiaires";4;6;4;2,5
"Anau";"Bora Bora";"Femmes";"50-59 ans";"Employés";3;11;3;3,33333333333333
"Anau";"Bora Bora";"Femmes";"50-59 ans";"Ouvriers";;1;;
"Anau";"Bora Bora";"Femmes";"50-59 ans";"Sans emploi";4;53;4;1,25
"Anau";"Bora Bora";"Femmes";"60-69 ans";"Sans emploi";;16;;
"Anau";"Bora Bora";"Femmes";"70-79 ans";"Ouvriers";1;1;1;2
"Anau";"Bora Bora";"Femmes";"70-79 ans";"Sans emploi";6;15;6;1,16666666666667
"Anau";"Bora Bora";"Femmes";"80 ans et plus";"Sans emploi";1;2;1;1
"Faanui";"Bora Bora";"Hommes";"0-9 ans";"Né après le 22/08/1998";;267;;
"Faanui";"Bora Bora";"Hommes";"10-19 ans";"Agriculteurs exploitants";1;3;1;5
"Faanui";"Bora Bora";"Hommes";"10-19 ans";"Employés";2;2;2;6
"Faanui";"Bora Bora";"Hommes";"10-19 ans";"Ouvriers";;1;;
"Faanui";"Bora Bora";"Hommes";"10-19 ans";"Sans emploi";6;109;6;3,16666666666667
"Faanui";"Bora Bora";"Hommes";"10-19 ans";"Né après le 22/08/1998";;116;;
"Faanui";"Bora Bora";"Hommes";"20-29 ans";"Agriculteurs exploitants";1;6;1;5
"Faanui";"Bora Bora";"Hommes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";6;6;6;5
"Faanui";"Bora Bora";"Hommes";"20-29 ans";"Cadres et professions intellectuelles supérieures";5;5;5;1,8
"Faanui";"Bora Bora";"Hommes";"20-29 ans";"Professions intermédiaires";6;7;6;2,16666666666667
"Faanui";"Bora Bora";"Hommes";"20-29 ans";"Employés";51;73;51;3,76470588235294
"Faanui";"Bora Bora";"Hommes";"20-29 ans";"Ouvriers";32;48;32;3,96875
"Faanui";"Bora Bora";"Hommes";"20-29 ans";"Sans emploi";25;94;25;3,48
"Faanui";"Bora Bora";"Hommes";"30-39 ans";"Agriculteurs exploitants";5;6;5;4
"Faanui";"Bora Bora";"Hommes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";10;11;10;3
"Faanui";"Bora Bora";"Hommes";"30-39 ans";"Cadres et professions intellectuelles supérieures";5;5;5;3,6
"Faanui";"Bora Bora";"Hommes";"30-39 ans";"Professions intermédiaires";18;19;18;3,72222222222222
"Faanui";"Bora Bora";"Hommes";"30-39 ans";"Employés";59;65;59;4,15254237288136
"Faanui";"Bora Bora";"Hommes";"30-39 ans";"Ouvriers";51;55;51;4,37254901960784
"Faanui";"Bora Bora";"Hommes";"30-39 ans";"Sans emploi";16;56;16;3,125
"Faanui";"Bora Bora";"Hommes";"40-49 ans";"Agriculteurs exploitants";4;4;4;4,25
"Faanui";"Bora Bora";"Hommes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";12;12;12;2,75
"Faanui";"Bora Bora";"Hommes";"40-49 ans";"Cadres et professions intellectuelles supérieures";7;7;7;3,14285714285714
"Faanui";"Bora Bora";"Hommes";"40-49 ans";"Professions intermédiaires";11;12;11;3,45454545454545
"Faanui";"Bora Bora";"Hommes";"40-49 ans";"Employés";54;59;54;4,27777777777778
"Faanui";"Bora Bora";"Hommes";"40-49 ans";"Ouvriers";51;54;51;4,2156862745098
"Faanui";"Bora Bora";"Hommes";"40-49 ans";"Sans emploi";18;54;18;2,55555555555556
"Faanui";"Bora Bora";"Hommes";"50-59 ans";"Agriculteurs exploitants";9;9;9;5,66666666666667
"Faanui";"Bora Bora";"Hommes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";12;12;12;3
"Faanui";"Bora Bora";"Hommes";"50-59 ans";"Cadres et professions intellectuelles supérieures";2;2;2;4,5
"Faanui";"Bora Bora";"Hommes";"50-59 ans";"Professions intermédiaires";6;6;6;2,16666666666667
"Faanui";"Bora Bora";"Hommes";"50-59 ans";"Employés";15;16;15;5,26666666666667
"Faanui";"Bora Bora";"Hommes";"50-59 ans";"Ouvriers";17;17;17;3,41176470588235
"Faanui";"Bora Bora";"Hommes";"50-59 ans";"Sans emploi";22;60;22;3,18181818181818
"Faanui";"Bora Bora";"Hommes";"60-69 ans";"Agriculteurs exploitants";1;1;1;7
"Faanui";"Bora Bora";"Hommes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";6;7;6;2,16666666666667
"Faanui";"Bora Bora";"Hommes";"60-69 ans";"Professions intermédiaires";2;2;2;2,5
"Faanui";"Bora Bora";"Hommes";"60-69 ans";"Employés";2;2;2;2,5
"Faanui";"Bora Bora";"Hommes";"60-69 ans";"Ouvriers";2;2;2;5,5
"Faanui";"Bora Bora";"Hommes";"60-69 ans";"Sans emploi";28;48;28;2,25
"Faanui";"Bora Bora";"Hommes";"70-79 ans";"Agriculteurs exploitants";1;1;1;4
"Faanui";"Bora Bora";"Hommes";"70-79 ans";"Sans emploi";7;22;7;2,28571428571429
"Faanui";"Bora Bora";"Hommes";"80 ans et plus";"Sans emploi";1;3;1;2
"Faanui";"Bora Bora";"Femmes";"0-9 ans";"Né après le 22/08/1998";;226;;
"Faanui";"Bora Bora";"Femmes";"10-19 ans";"Agriculteurs exploitants";;1;;
"Faanui";"Bora Bora";"Femmes";"10-19 ans";"Employés";1;3;1;4
"Faanui";"Bora Bora";"Femmes";"10-19 ans";"Ouvriers";1;4;1;2
"Faanui";"Bora Bora";"Femmes";"10-19 ans";"Sans emploi";4;121;4;3,25
"Faanui";"Bora Bora";"Femmes";"10-19 ans";"Né après le 22/08/1998";;101;;
"Faanui";"Bora Bora";"Femmes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";;1;;
"Faanui";"Bora Bora";"Femmes";"20-29 ans";"Cadres et professions intellectuelles supérieures";1;6;1;2
"Faanui";"Bora Bora";"Femmes";"20-29 ans";"Professions intermédiaires";2;9;2;2
"Faanui";"Bora Bora";"Femmes";"20-29 ans";"Employés";12;82;12;4,16666666666667
"Faanui";"Bora Bora";"Femmes";"20-29 ans";"Ouvriers";3;20;3;1,33333333333333
"Faanui";"Bora Bora";"Femmes";"20-29 ans";"Sans emploi";7;128;7;2,57142857142857
"Faanui";"Bora Bora";"Femmes";"30-39 ans";"Agriculteurs exploitants";;2;;
"Faanui";"Bora Bora";"Femmes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";2;9;2;7
"Faanui";"Bora Bora";"Femmes";"30-39 ans";"Cadres et professions intellectuelles supérieures";;3;;
"Faanui";"Bora Bora";"Femmes";"30-39 ans";"Professions intermédiaires";4;13;4;3,25
"Faanui";"Bora Bora";"Femmes";"30-39 ans";"Employés";28;99;28;3,07142857142857
"Faanui";"Bora Bora";"Femmes";"30-39 ans";"Ouvriers";6;20;6;3,83333333333333
"Faanui";"Bora Bora";"Femmes";"30-39 ans";"Sans emploi";2;57;2;2,5
"Faanui";"Bora Bora";"Femmes";"40-49 ans";"Agriculteurs exploitants";;3;;
"Faanui";"Bora Bora";"Femmes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";4;7;4;3
"Faanui";"Bora Bora";"Femmes";"40-49 ans";"Cadres et professions intellectuelles supérieures";1;3;1;1
"Faanui";"Bora Bora";"Femmes";"40-49 ans";"Professions intermédiaires";5;18;5;2,4
"Faanui";"Bora Bora";"Femmes";"40-49 ans";"Employés";22;60;22;3,5
"Faanui";"Bora Bora";"Femmes";"40-49 ans";"Ouvriers";3;17;3;3,66666666666667
"Faanui";"Bora Bora";"Femmes";"40-49 ans";"Sans emploi";1;61;1;4
"Faanui";"Bora Bora";"Femmes";"50-59 ans";"Agriculteurs exploitants";2;4;2;1
"Faanui";"Bora Bora";"Femmes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";1;6;1;2
"Faanui";"Bora Bora";"Femmes";"50-59 ans";"Cadres et professions intellectuelles supérieures";1;2;1;1
"Faanui";"Bora Bora";"Femmes";"50-59 ans";"Professions intermédiaires";2;4;2;3,5
"Faanui";"Bora Bora";"Femmes";"50-59 ans";"Employés";8;19;8;3,5
"Faanui";"Bora Bora";"Femmes";"50-59 ans";"Ouvriers";1;5;1;2
"Faanui";"Bora Bora";"Femmes";"50-59 ans";"Sans emploi";3;52;3;1
"Faanui";"Bora Bora";"Femmes";"60-69 ans";"Agriculteurs exploitants";;1;;
"Faanui";"Bora Bora";"Femmes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";3;7;3;2,33333333333333
"Faanui";"Bora Bora";"Femmes";"60-69 ans";"Cadres et professions intellectuelles supérieures";1;1;1;1
"Faanui";"Bora Bora";"Femmes";"60-69 ans";"Employés";1;1;1;2
"Faanui";"Bora Bora";"Femmes";"60-69 ans";"Ouvriers";;1;;
"Faanui";"Bora Bora";"Femmes";"60-69 ans";"Sans emploi";6;46;6;1
"Faanui";"Bora Bora";"Femmes";"70-79 ans";"Artisans, commerçants et chefs d'entreprise";1;1;1;2
"Faanui";"Bora Bora";"Femmes";"70-79 ans";"Sans emploi";7;28;7;1,14285714285714
"Faanui";"Bora Bora";"Femmes";"80 ans et plus";"Sans emploi";2;6;2;1
"Nunue";"Bora Bora";"Hommes";"0-9 ans";"Né après le 22/08/1998";;495;;
"Nunue";"Bora Bora";"Hommes";"10-19 ans";"Agriculteurs exploitants";;1;;
"Nunue";"Bora Bora";"Hommes";"10-19 ans";"Artisans, commerçants et chefs d'entreprise";;2;;
"Nunue";"Bora Bora";"Hommes";"10-19 ans";"Professions intermédiaires";;1;;
"Nunue";"Bora Bora";"Hommes";"10-19 ans";"Employés";5;10;5;4,2
"Nunue";"Bora Bora";"Hommes";"10-19 ans";"Ouvriers";2;16;2;6
"Nunue";"Bora Bora";"Hommes";"10-19 ans";"Sans emploi";7;232;7;4,28571428571429
"Nunue";"Bora Bora";"Hommes";"10-19 ans";"Né après le 22/08/1998";;231;;
"Nunue";"Bora Bora";"Hommes";"20-29 ans";"Agriculteurs exploitants";2;5;2;3,5
"Nunue";"Bora Bora";"Hommes";"20-29 ans";"Artisans, commerçants et chefs d'entreprise";9;13;9;3,55555555555556
"Nunue";"Bora Bora";"Hommes";"20-29 ans";"Cadres et professions intellectuelles supérieures";6;8;6;2,33333333333333
"Nunue";"Bora Bora";"Hommes";"20-29 ans";"Professions intermédiaires";13;17;13;3,53846153846154
"Nunue";"Bora Bora";"Hommes";"20-29 ans";"Employés";73;135;73;4,21917808219178
"Nunue";"Bora Bora";"Hommes";"20-29 ans";"Ouvriers";67;112;67;4,26865671641791
"Nunue";"Bora Bora";"Hommes";"20-29 ans";"Sans emploi";35;222;35;4,51428571428571
"Nunue";"Bora Bora";"Hommes";"30-39 ans";"Agriculteurs exploitants";1;5;1;1
"Nunue";"Bora Bora";"Hommes";"30-39 ans";"Artisans, commerçants et chefs d'entreprise";37;40;37;3,7027027027027
"Nunue";"Bora Bora";"Hommes";"30-39 ans";"Cadres et professions intellectuelles supérieures";16;19;16;3,0625
"Nunue";"Bora Bora";"Hommes";"30-39 ans";"Professions intermédiaires";20;20;20;3,8
"Nunue";"Bora Bora";"Hommes";"30-39 ans";"Employés";87;103;87;4,60919540229885
"Nunue";"Bora Bora";"Hommes";"30-39 ans";"Ouvriers";92;118;92;5,40217391304348
"Nunue";"Bora Bora";"Hommes";"30-39 ans";"Sans emploi";22;108;22;4,13636363636364
"Nunue";"Bora Bora";"Hommes";"40-49 ans";"Agriculteurs exploitants";14;16;14;3,14285714285714
"Nunue";"Bora Bora";"Hommes";"40-49 ans";"Artisans, commerçants et chefs d'entreprise";40;41;40;4,4
"Nunue";"Bora Bora";"Hommes";"40-49 ans";"Cadres et professions intellectuelles supérieures";16;17;16;3,75
"Nunue";"Bora Bora";"Hommes";"40-49 ans";"Professions intermédiaires";26;27;26;3,53846153846154
"Nunue";"Bora Bora";"Hommes";"40-49 ans";"Employés";73;84;73;5,35616438356164
"Nunue";"Bora Bora";"Hommes";"40-49 ans";"Ouvriers";82;94;82;5,01219512195122
"Nunue";"Bora Bora";"Hommes";"40-49 ans";"Sans emploi";29;103;29;2,89655172413793
"Nunue";"Bora Bora";"Hommes";"50-59 ans";"Agriculteurs exploitants";8;9;8;3,75
"Nunue";"Bora Bora";"Hommes";"50-59 ans";"Artisans, commerçants et chefs d'entreprise";29;29;29;4,06896551724138
"Nunue";"Bora Bora";"Hommes";"50-59 ans";"Cadres et professions intellectuelles supérieures";8;8;8;2,25
"Nunue";"Bora Bora";"Hommes";"50-59 ans";"Professions intermédiaires";11;11;11;3,63636363636364
"Nunue";"Bora Bora";"Hommes";"50-59 ans";"Employés";30;36;30;6,7
"Nunue";"Bora Bora";"Hommes";"50-59 ans";"Ouvriers";39;40;39;4,71794871794872
"Nunue";"Bora Bora";"Hommes";"50-59 ans";"Sans emploi";35;99;35;2,08571428571429
"Nunue";"Bora Bora";"Hommes";"60-69 ans";"Agriculteurs exploitants";4;4;4;4,75
"Nunue";"Bora Bora";"Hommes";"60-69 ans";"Artisans, commerçants et chefs d'entreprise";13;14;13;4,38461538461539
"Nunue";"Bora Bora";"Hommes";"60-69 ans";"Cadres et professions intellectuelles supérieures";5;5;5;2,2
"Nunue";"Bora Bora";"Hommes";"60-69 ans";"Employés";7;7;7;2,71428571428571
"Nunue";"Bora Bora";"Hommes";"60-69 ans";"Ouvriers";3;4;3;4,66666666666667
"Nunue";"Bora Bora";"Hommes";"60-69 ans";"Sans emploi";35;96;35;2,34285714285714
"Nunue";"Bora Bora";"Hommes";"70-79 ans";"Artisans, commerçants et chefs d'entreprise";2;2;2;2
"Nunue";"Bora Bora";"Hommes";"70-79 ans";"Professions intermédiaires";1;1;1;1
"Nunue";"Bora Bora";"Hommes";"70-79 ans";"Employés";;1;;
"Nunue";"Bora Bora";"Hommes";"70-79 ans";"Sans emploi";22;46;22;2,31818181818182
"Nunue";"Bora Bora";"Hommes";"80 ans et plus";"Sans emploi";4;18;4;2,25
